Photograph,Category,Category_Code,Gender,Valence_ratings,Arousal_ratings,RT_free,RT_250ms,RT_100ms,RT_33ms,Mean_RT,Resp_Unpl_free,Resp_Neut_free,Resp_Plea_free,Resp_Unpl_250ms,Resp_Neut_250ms,Resp_Plea_250ms,Resp_Unpl_100ms,Resp_Neut_100ms,Resp_Plea_100ms,Resp_Unpl_33ms,Resp_Neut_33ms,Resp_Plea_33ms
        8620,Adventure,1.00,1.00,6.11,4.47,912.60,"1,050.08","1,112.57","1,072.55","1,036.95",0.182,0.091,0.727,0.000,0.250,0.750,0.071,0.214,0.714,0.091,0.545,0.364
        9040,Mutilation,44.00,1.00,1.88,5.10,953.70,735.00,788.21,"1,080.00",889.23,0.909,0.000,0.091,0.917,0.083,0.000,1.000,0.000,0.000,0.727,0.182,0.091
        9041,.,0.00,1.00,3.43,4.30,975.00,991.09,"1,066.82","1,000.79","1,008.43",0.818,0.182,0.000,0.545,0.273,0.182,0.667,0.250,0.083,0.429,0.214,0.357
        9050,Accidents,11.00,1.00,3.05,6.05,708.07,691.33,856.73,910.50,791.66,0.929,0.071,0.000,1.000,0.000,0.000,0.909,0.000,0.091,0.833,0.167,0.000
        9070,.,0.00,1.00,4.88,3.51,"1,076.73",807.58,938.36,"1,277.50","1,025.04",0.455,0.455,0.091,0.250,0.500,0.250,0.500,0.357,0.143,0.182,0.727,0.091
        9160,.,0.00,1.00,3.71,5.66,612.64,756.00,859.29,819.27,761.80,1.000,0.000,0.000,1.000,0.000,0.000,0.929,0.000,0.071,1.000,0.000,0.000
        9210,.,0.00,1.00,4.41,2.89,703.82,876.17,"1,128.93","1,185.18",973.53,0.273,0.727,0.000,0.083,0.750,0.167,0.071,0.643,0.286,0.091,0.727,0.182
        9220,Loss-Illness,22.00,1.00,2.27,3.83,973.46,809.91,963.45,"1,012.25",939.77,0.786,0.214,0.000,0.909,0.091,0.000,0.636,0.091,0.273,0.417,0.333,0.250
        9230,Accidents,11.00,1.00,4.24,5.67,623.00,748.40,896.50,834.92,775.71,0.929,0.000,0.071,1.000,0.000,0.000,0.818,0.091,0.091,1.000,0.000,0.000
        9250,Mutilation,44.00,1.00,2.85,6.50,741.00,741.38,776.21,954.00,803.15,0.818,0.091,0.091,0.750,0.250,0.000,0.857,0.071,0.071,0.909,0.091,0.000
        9253,Mutilation,44.00,1.00,2.51,5.38,782.50,708.78,666.36,780.14,734.45,1.000,0.000,0.000,0.909,0.000,0.091,1.000,0.000,0.000,1.000,0.000,0.000
        9254,Mutilation,44.00,1.00,2.28,5.57,743.64,765.11,711.18,780.33,750.07,0.929,0.000,0.071,1.000,0.000,0.000,0.909,0.000,0.091,1.000,0.000,0.000
        9265,Mutilation,44.00,1.00,2.82,4.15,696.08,781.20,794.27,899.80,792.84,1.000,0.000,0.000,0.929,0.071,0.000,1.000,0.000,0.000,0.909,0.000,0.091
        9270,.,0.00,1.00,3.39,5.62,906.27,"1,026.14","1,101.80",914.73,987.24,0.750,0.167,0.083,0.714,0.286,0.000,0.545,0.364,0.091,0.545,0.364,0.091
        9341,.,0.00,1.00,3.52,4.26,"1,002.91","1,076.80",969.67,997.57,"1,011.74",0.818,0.182,0.000,0.636,0.364,0.000,0.667,0.250,0.083,0.786,0.143,0.071
        9342,.,0.00,1.00,3.22,4.40,722.43,828.11,862.36,863.92,819.21,0.929,0.071,0.000,0.909,0.091,0.000,0.818,0.091,0.091,1.000,0.000,0.000
        9400,Mutilation,44.00,1.00,3.19,5.50,751.70,751.71,691.50,784.79,744.93,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.929,0.071,0.000
        9404,Human-Attack,33.00,1.00,4.50,4.60,550.50,769.50,715.80,690.82,681.66,1.000,0.000,0.000,0.929,0.000,0.071,1.000,0.000,0.000,0.909,0.091,0.000
        9409,Human-Attack,33.00,1.00,4.13,5.52,750.60,895.60,951.07,"1,028.64",906.48,1.000,0.000,0.000,0.833,0.167,0.000,0.786,0.143,0.071,0.545,0.455,0.000
        9410,Mutilation,44.00,1.00,1.96,6.38,704.07,657.27,713.09,900.58,743.75,1.000,0.000,0.000,1.000,0.000,0.000,0.909,0.000,0.091,1.000,0.000,0.000
        9415,Mutilation,44.00,1.00,3.06,4.50,"1,357.33","1,038.70",987.83,976.86,"1,090.18",0.727,0.273,0.000,0.636,0.364,0.000,0.750,0.250,0.000,0.500,0.500,0.000
        9419,Loss-Illness,22.00,1.00,2.82,5.10,873.18,874.13,757.62,821.91,831.71,0.909,0.091,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.818,0.182,0.000
        9421,Loss-Illness,22.00,1.00,2.47,4.86,718.36,848.09,916.45,893.50,844.10,1.000,0.000,0.000,0.818,0.000,0.182,0.818,0.091,0.091,1.000,0.000,0.000
        9423,Human-Attack,33.00,1.00,3.02,5.75,560.67,682.13,662.36,811.67,679.21,1.000,0.000,0.000,0.929,0.071,0.000,1.000,0.000,0.000,0.818,0.182,0.000
        9424,Human-Attack,33.00,1.00,3.31,5.52,917.40,897.14,946.17,967.00,931.93,0.909,0.000,0.091,0.727,0.182,0.091,0.833,0.167,0.000,0.786,0.143,0.071
        9425,Human-Attack,33.00,1.00,2.96,5.67,589.64,710.43,692.43,918.64,727.79,1.000,0.000,0.000,1.000,0.000,0.000,0.929,0.071,0.000,0.909,0.091,0.000
        9426,Human-Attack,33.00,1.00,3.40,5.08,892.91,786.44,773.17,852.71,826.31,1.000,0.000,0.000,0.909,0.091,0.000,0.833,0.167,0.000,1.000,0.000,0.000
        9427,Human-Attack,33.00,1.00,3.41,5.41,765.57,730.80,814.45,744.33,763.79,1.000,0.000,0.000,1.000,0.000,0.000,0.818,0.091,0.091,1.000,0.000,0.000
        9428,Human-Attack,33.00,1.00,2.47,5.27,680.50,708.70,734.73,814.90,734.71,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.818,0.091,0.091
        9429,Loss-Illness,22.00,1.00,3.02,5.79,894.36,795.90,895.40,"1,067.00",913.17,1.000,0.000,0.000,0.909,0.091,0.000,0.727,0.182,0.091,0.917,0.083,0.000
        9433,Mutilation,44.00,1.00,2.39,5.00,701.42,730.80,828.00,911.09,792.83,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.818,0.091,0.091
        9435,Accidents,11.00,1.00,2.78,4.90,697.42,681.50,740.22,812.36,732.88,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.909,0.091,0.000
        9440,Mutilation,44.00,1.00,4.42,4.71,717.55,932.13,752.14,754.09,788.98,0.909,0.091,0.000,0.750,0.167,0.083,0.929,0.071,0.000,1.000,0.000,0.000
        9490,Mutilation,44.00,1.00,4.20,5.41,819.20,905.14,702.42,803.57,807.58,0.909,0.091,0.000,0.818,0.000,0.182,1.000,0.000,0.000,0.857,0.143,0.000
        9495,Human-Attack,33.00,1.00,4.06,5.71,615.09,705.63,675.64,758.20,688.64,0.909,0.091,0.000,1.000,0.000,0.000,0.929,0.071,0.000,1.000,0.000,0.000
        9520,Accidents,11.00,1.00,2.14,5.45,745.92,969.36,"1,016.36","1,008.20",934.96,1.000,0.000,0.000,0.714,0.286,0.000,0.727,0.273,0.000,0.364,0.455,0.182
        9530,.,0.00,1.00,3.65,4.74,779.75,882.30,810.60,"1,107.90",895.14,1.000,0.000,0.000,0.929,0.071,0.000,0.909,0.091,0.000,0.273,0.545,0.182
        9584,.,0.00,1.00,3.44,4.65,"1,156.60",832.50,946.67,933.43,967.30,0.727,0.182,0.091,0.636,0.091,0.273,0.917,0.083,0.000,0.929,0.071,0.000
        9592,.,0.00,1.00,4.00,5.12,763.91,798.09,"1,048.79","1,077.91",922.18,0.818,0.091,0.091,0.833,0.000,0.167,0.857,0.000,0.143,0.727,0.273,0.000
9635.1,Human-Attack,33.00,1.00,2.45,6.29,520.00,698.78,738.54,892.91,712.56,0.909,0.091,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        9900,Accidents,11.00,1.00,2.80,5.00,589.33,738.30,729.27,770.10,706.75,1.000,0.000,0.000,0.929,0.071,0.000,1.000,0.000,0.000,0.818,0.091,0.091
        9903,Accidents,11.00,1.00,2.71,5.80,571.64,745.30,689.57,709.73,679.06,0.909,0.091,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        9910,Accidents,11.00,1.00,2.35,6.00,548.09,"1,007.40",680.00,859.93,773.86,1.000,0.000,0.000,1.000,0.000,0.000,0.917,0.083,0.000,1.000,0.000,0.000
        9920,Accidents,11.00,1.00,2.63,5.67,614.07,657.88,770.80,742.08,696.21,0.929,0.071,0.000,1.000,0.000,0.000,0.818,0.091,0.091,0.917,0.083,0.000
        9921,Accidents,11.00,1.00,2.60,6.09,720.60,838.50,699.42,760.57,754.77,1.000,0.000,0.000,0.818,0.091,0.091,1.000,0.000,0.000,0.857,0.071,0.071
        9925,Accidents,11.00,1.00,3.04,5.75,562.17,691.43,675.60,772.20,675.35,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.818,0.182,0.000
        9926,Accidents,11.00,1.00,4.16,5.02,"1,133.91",913.57,"1,248.00","1,024.91","1,080.10",0.667,0.167,0.167,0.714,0.143,0.143,0.636,0.273,0.091,0.455,0.273,0.273
