word	word_en	length	freq	freq_cl	val_yf	val_ym	val_of	val_om	val_y	val_o	val_t	aro_yf	aro_ym	aro_of	aro_om	aro_y	aro_o	aro_t	con_yf	con_ym	con_of	con_om	con_y	con_o	con_t	img_yf	img_ym	img_of	img_om	img_y	img_o	img_t	ego_yf	ego_ym	ego_of	ego_om	ego_y	ego_o	ego_t	age_yf	age_ym	age_of	age_om	age_y	age_o	age_t	val_self	val_other	selfother	selfother_sd	selfother_cl	val_age_p	val_age_e	val_age_s	val_sex_p	val_sex_e	val_sex_s	val_axs_p	val_axs_e	val_axs_s	aro_age_p	aro_age_e	aro_age_s	aro_sex_p	aro_sex_e	aro_sex_s	aro_axs_p	aro_axs_e	aro_axs_s	con_age_p	con_age_e	con_age_s	con_sex_p	con_sex_e	con_sex_s	con_axs_p	con_axs_e	con_axs_s	img_age_p	img_age_e	img_age_s	img_sex_p	img_sex_e	img_sex_s	img_axs_p	img_axs_e	img_axs_s	ego_age_p	ego_age_e	ego_age_s	ego_sex_p	ego_sex_e	ego_sex_s	ego_axs_p	ego_axs_e	ego_axs_s	age_age_p	age_age_e	age_age_s	age_sex_p	age_sex_e	age_sex_s	age_axs_p	age_axs_e	age_axs_s
sentimental	sentimental	11	1.715	14	4.667	3.917	4.083	3.417	4.292	3.75	4.021	3.25	4.083	3.5	4	3.667	3.739	3.702	2.667	2.333	2.917	3	2.5	2.958	2.729	3.917	3	4.75	2.333	3.458	3.542	3.5	5.25	4.583	4.583	3.583	4.917	4.083	4.5	3.417	3.583	3.5	3.583	3.5	3.542	3.521	4	4.063	2	0	2	.125	.053	0	.047	.087	1	.905	0	0	.824	.001	0	.081	.069	0	.657	.005	0	.152	.046	0	.693	.004	0	.511	.01	0	.868	.001	0	.002	.202	1	.141	.049	0	.086	.065	0	.086	.065	0	.727	.003	0	.866	.001	0	.613	.006	0	.866	.001	0
sinnlich	sensual	8	2.453	13	6.75	6.333	5.667	5.75	6.542	5.708	6.125	2	2.25	3.583	4.583	2.125	4.083	3.104	3.917	3.75	3.167	3.917	3.833	3.542	3.688	5.5	5.833	5.333	5	5.667	5.167	5.417	5.917	5.5	4.667	4.75	5.708	4.708	5.208	2.583	2.167	2.083	2.5	2.375	2.292	2.333	5.938	6.125	1.583	.433	2	.008	.148	1	.583	.007	0	.411	.015	0	0	.264	1	.211	.035	0	.45	.013	0	.518	.01	0	.518	.01	0	.311	.023	0	.329	.022	0	1	0	0	.514	.01	0	.007	.152	1	.642	.005	0	.486	.011	0	.759	.002	0	1	0	0	.13	.051	0
skeptisch	sceptical	9	20.367	10	3.75	4	4.083	4.75	3.875	4.417	4.146	4.833	5.167	4.583	4.5	5	4.542	4.771	4.917	5.167	4.25	4.583	5.042	4.417	4.729	4.25	4.667	3.333	3.182	4.458	3.261	3.872	4.5	4.583	5.25	4.083	4.542	4.667	4.604	3.417	3.417	3.75	3.364	3.417	3.565	3.489	5	4.938	1.667	.441	2	.153	.046	0	.226	.033	0	.579	.007	0	.156	.045	0	.696	.004	0	.515	.01	0	.088	.065	0	.42	.015	0	.908	0	0	.018	.122	1	.788	.002	0	.565	.008	0	.788	.002	0	.248	.03	0	.184	.04	0	.559	.008	0	.422	.015	0	.422	.015	0
sorgfaeltig	careful	10	14.091	11	5.167	4.75	6.273	6	4.958	6.13	5.532	4.667	4.917	3.833	4.5	4.792	4.167	4.479	5.917	5.75	5.667	6.083	5.833	5.875	5.854	2.833	4.75	4	3.75	3.792	3.875	3.833	5.5	4.417	6.25	5.917	4.958	6.083	5.521	3.75	3.833	3.75	4	3.792	3.875	3.833	5.75	5.5	1.875	.333	2	0	.289	1	.228	.034	0	.8	.002	0	.197	.038	0	.342	.021	0	.665	.004	0	.878	.001	0	.647	.005	0	.288	.026	0	.868	.001	0	.103	.059	0	.036	.096	1	0	.261	1	.017	.123	1	.196	.038	0	.672	.004	0	.398	.016	0	.672	.004	0
spontan	spontaneous	7	10.838	11	6.083	5.667	6.167	5.417	5.875	5.792	5.833	2.833	3.083	4.333	4.917	2.958	4.625	3.792	4.75	4.417	3.75	3.667	4.583	3.708	4.146	3.083	3.417	4.917	3.5	3.25	4.208	3.729	5.417	5.333	6.083	4.5	5.375	5.292	5.333	1.667	1.333	1.833	1.75	1.5	1.792	1.646	6.188	6.188	1.625	.486	2	.775	.002	0	.05	.085	1	.567	.007	0	.001	.223	1	.379	.018	0	.724	.003	0	.06	.078	0	.647	.005	0	.784	.002	0	.106	.058	0	.356	.019	0	.139	.049	0	.846	.001	0	.056	.08	0	.085	.066	0	.134	.05	0	.281	.026	0	.516	.01	0
stark	strong	5	143.985	8	5.583	5.417	5.833	5.667	5.5	5.75	5.625	3.917	3.417	4.333	4.75	3.667	4.542	4.104	6.25	6.5	5.083	5.75	6.375	5.417	5.896	6.333	6.25	6.167	5.091	6.292	5.652	5.979	5.083	4.917	4.583	4.083	5	4.333	4.667	1.917	1.75	2.417	1.417	1.833	1.917	1.875	6.25	5.875	1.917	.333	2	.331	.021	0	.516	.01	0	1	0	0	.097	.061	0	.936	0	0	.38	.018	0	.01	.142	1	.203	.037	0	.56	.008	0	.077	.071	0	.12	.055	0	.182	.041	0	.097	.061	0	.401	.016	0	.674	.004	0	.748	.002	0	.028	.104	1	.113	.056	0
still	silent	5	31.137	10	4	4.417	4.5	4.5	4.208	4.5	4.354	3	2.5	1.667	2	2.75	1.833	2.292	3.833	4	3.75	3.5	3.917	3.625	3.771	5	4.667	4.917	4.091	4.833	4.522	4.681	3.333	3.417	3.75	3.667	3.375	3.708	3.542	3.583	3.75	3.333	3.667	3.667	3.5	3.583	3.938	3.75	1.833	.333	2	.41	.015	0	.555	.008	0	.555	.008	0	.018	.12	1	.824	.001	0	.271	.028	0	.552	.008	0	.932	0	0	.671	.004	0	.574	.007	0	.324	.023	0	.674	.004	0	.47	.012	0	1	0	0	.856	.001	0	.402	.016	0	.211	.035	0	.674	.004	0
stolz	proud	5	32.344	10	4.917	4.667	3.917	4.25	4.792	4.083	4.438	3.583	4.417	3.833	3.917	4	3.875	3.938	5.167	5.167	5.167	4.667	5.167	4.917	5.042	5	5.583	4.833	5.333	5.292	5.083	5.188	5.083	4.75	3.909	4.083	4.917	4	4.468	2.917	3.5	2.417	3.083	3.208	2.75	2.979	4.688	4.063	1.833	.441	2	.073	.071	0	.915	0	0	.454	.013	0	.756	.002	0	.258	.029	0	.353	.02	0	.489	.011	0	.489	.011	0	.489	.011	0	.666	.004	0	.264	.028	0	.931	0	0	.058	.081	0	.867	.001	0	.595	.007	0	.052	.083	0	.009	.145	1	.857	.001	0
streng	strict	6	21.551	10	3	2.5	2.667	3.417	2.75	3.042	2.896	5.75	6	6.417	5.417	5.875	5.917	5.896	5.417	5.75	5.75	5.5	5.583	5.625	5.604	5	6.083	5	5	5.542	5	5.271	4.333	3.917	4.167	3.5	4.125	3.833	3.979	3.5	4	3.833	3.833	3.75	3.833	3.792	3.813	3.188	1.167	.333	1	.401	.016	0	.718	.003	0	.076	.07	0	.87	.001	0	.147	.047	0	.018	.121	1	.904	0	0	.904	0	0	.401	.016	0	.203	.037	0	.203	.037	0	.203	.037	0	.548	.008	0	.266	.028	0	.796	.002	0	.588	.007	0	.109	.057	0	.109	.057	0
stur	stubborn	4	3.625	13	2.75	2.167	1.833	2.083	2.458	1.958	2.208	5.5	5.5	5.083	4.75	5.5	4.917	5.208	4.833	4	3.917	2.667	4.417	3.292	3.854	4.75	3.75	4.583	3.818	4.25	4.217	4.234	3.5	3.75	2.917	3.083	3.625	3	3.313	3.833	3.667	4	4	3.75	4	3.872	2.688	2.188	1.167	.333	1	.057	.08	0	.518	.01	0	.11	.057	0	.149	.047	0	.677	.004	0	.677	.004	0	.023	.111	1	.035	.097	1	.666	.004	0	.933	0	0	.135	.051	0	.84	.001	0	.233	.032	0	.689	.004	0	.936	0	0	.28	.027	0	.717	.003	0	.717	.003	0
subjektiv	subjective	9	2.23	14	4.167	4.083	5	3.333	4.125	4.167	4.146	4	4.167	3.333	4.333	4.083	3.833	3.958	3.909	3.75	4.917	3.75	3.826	4.333	4.085	1.583	1.333	2.167	1.333	1.458	1.75	1.604	4.5	4.167	5.333	3.583	4.333	4.458	4.396	3	3	3.083	2.583	3	2.833	2.917	4	3.375	1.333	.5	1	.915	0	0	.029	.104	1	.047	.087	1	.434	.014	0	.072	.072	0	.195	.038	0	.196	.039	0	.091	.065	0	.196	.039	0	.348	.02	0	.085	.066	0	.348	.02	0	.766	.002	0	.017	.124	1	.097	.061	0	.487	.011	0	.299	.025	0	.299	.025	0
taktvoll	tactful	8	.324	16	6	5.5	6.5	6.167	5.75	6.333	6.042	3.417	3.333	2.75	3.167	3.375	2.958	3.167	5	5.333	4.917	5.5	5.167	5.208	5.188	3.083	3.667	5.167	3.455	3.375	4.348	3.851	6.083	5	6.25	5.5	5.542	5.875	5.708	3.667	3.583	3.75	4	3.625	3.875	3.75	5.688	5.75	1.083	.333	1	.011	.137	1	.065	.075	0	.707	.003	0	.229	.033	0	.628	.005	0	.468	.012	0	.917	0	0	.253	.03	0	.753	.002	0	.074	.072	0	.276	.028	0	.03	.105	1	.222	.034	0	.001	.209	1	.539	.009	0	.282	.026	0	.718	.003	0	.472	.012	0
tolerant	tolerant	8	1.533	14	6.083	6.083	6.667	6.083	6.083	6.375	6.229	2.25	2.333	2.583	2.75	2.292	2.667	2.479	5.083	4.917	5.083	5.583	5	5.333	5.167	2.75	2.5	4.5	3.333	2.625	3.917	3.271	6.083	6	6.333	6.5	6.042	6.417	6.229	2.167	2.167	3.833	3.417	2.167	3.625	2.896	6.375	6.438	1.083	.333	1	.425	.014	0	.425	.014	0	.425	.014	0	.28	.026	0	.717	.003	0	.904	0	0	.46	.012	0	.711	.003	0	.46	.012	0	.018	.12	1	.186	.039	0	.39	.017	0	.183	.04	0	.881	.001	0	.654	.005	0	0	.39	1	.453	.013	0	.453	.013	0
