,Word,English Translation,Cgram,Nlet,NSilO,Nphom,NSilphom,OND,OUP,PhomND,PhomUP,Fam,Conc,Imag,Freq,LogFreq,AOA,SD,,,,,,,,,,,,
946,Independência,independence,no,13,5,10,5,0,9,1,8,,,,690,2.66,6.52,1.57,,,,,,,,,,,,
947,Indiferença,indifference,no,11,5,9,5,0,10,1,9,,,,290,2.84,7.00,1.39,,,,,,,,,,,,
948,Inteligência,intelligence,no,12,5,10,5,0,8,0,8,,,,458,2.46,5.03,1.42,,,,,,,,,,,,
949,Intensidade,intensity,no,11,5,9,5,0,8,0,6,,,,744,2.66,7.24,0.87,,,,,,,,,,,,
950,Interlocutor,interlocutor,no,12,5,11,5,0,7,0,7,,,,158,2.87,6.96,1.41,,,,,,,,,,,,
951,Investimento,investment,no,12,5,10,5,0,8,0,7,,,,2640,2.20,7.65,1.54,,,,,,,,,,,,
952,Itinerário,itinerary,no,10,5,10,5,0,7,0,7,,,,188,3.42,6.84,1.65,,,,,,,,,,,,
953,Justificação,justification,no,12,5,12,5,0,10,0,9,,,,284,2.28,6.24,1.59,,,,,,,,,,,,
954,Laboratório,laboratory,no,11,5,11,5,0,7,0,7,,,,481,2.45,6.58,1.68,,,,,,,,,,,,
955,Localidade,place,no,10,5,10,5,0,7,0,7,,,,602,2.68,5.56,1.53,,,,,,,,,,,,
956,Localização,location,no,11,5,11,5,1,9,1,8,,,,547,2.78,5.65,1.53,,,,,,,,,,,,
957,Manifestação,demonstration,no,12,5,12,5,0,10,0,9,,,,965,2.74,6.56,1.40,,,,,,,,,,,,
958,Matemática,mathematics,no,10,5,10,5,0,6,0,10,,,,249,2.98,4.45,1.13,,,,,,,,,,,,
959,Melancolia,melancholy,no,10,5,9,5,0,7,0,5,,,,206,2.40,8.08,1.06,,,,,,,,,,,,
960,Mentalidade,mentality,no,11,5,10,5,1,8,1,7,,,,263,2.32,7.02,1.36,,,,,,,,,,,,
961,Mercadoria,merchandise,no,10,5,10,5,0,9,0,7,,,,370,2.42,6.08,1.33,,,,,,,,,,,,
962,Milionário,millionaire,no,10,5,10,4,0,7,0,7,,,,100,2.57,5.61,1.64,,,,,,,,,,,,
963,Mobiliário,furniture,no,10,5,10,4,2,7,1,7,,,,199,2.00,6.76,1.10,,,,,,,,,,,,
964,Mobilidade,mobility,no,10,5,10,5,1,7,0,7,,,,227,2.30,6.40,1.62,,,,,,,,,,,,
965,Modificação,modification,no,11,5,11,5,0,9,0,8,,,,290,2.36,6.90,1.30,,,,,,,,,,,,
966,Negociação,negotiation,no,10,5,10,4,0,8,0,7,,,,1220,2.46,7.25,1.47,,,,,,,,,,,,
967,Negociante,merchandiser,no,10,5,9,4,0,8,0,7,,,,,3.09,6.44,1.63,,,,,,,,,,,,
968,Ordenamento,order,no,11,5,10,5,0,7,0,7,,,,277,0.00,7.56,1.47,,,,,,,,,,,,
969,Organização,organization,no,11,5,11,5,0,9,1,9,,,,2963,2.44,6.14,1.39,,,,,,,,,,,,
970,Orientação,orientation,no,10,5,9,4,0,8,0,7,,,,931,3.47,6.30,1.69,,,,,,,,,,,,
971,Penalidade,penalty,no,10,5,10,5,1,7,1,7,,,,311,2.97,7.31,1.47,,,,,,,,,,,,
972,Preocupação,apprehension,no,11,5,11,4,1,9,0,8,,,,1557,2.49,6.14,1.67,,,,,,,,,,,,
973,Prioridade,priority,no,10,5,10,4,0,7,0,7,,,,702,3.19,7.20,1.17,,,,,,,,,,,,
974,Privatização,privatization,no,12,5,12,5,0,10,0,9,,,,546,2.85,8.56,0.58,,,,,,,,,,,,
975,Procedimento,procedure,no,12,5,11,5,0,7,1,7,,,,420,2.74,7.02,1.36,,,,,,,,,,,,
976,Profundidade,depth,no,12,5,11,5,0,8,0,7,,,,475,2.62,6.77,1.64,,,,,,,,,,,,
977,Propriedade,property,no,11,5,11,4,0,8,1,7,,,,1787,2.68,6.28,1.31,,,,,,,,,,,,
978,Proprietário,owner,no,12,5,12,4,0,8,0,7,,,,777,3.25,7.03,1.39,,,,,,,,,,,,
979,Prosperidade,prosperity,no,12,5,12,5,0,8,0,8,,,,205,2.89,7.47,1.32,,,,,,,,,,,,
980,Proximidade,proximity,no,11,5,11,5,1,11,1,11,,,,491,2.31,6.40,1.77,,,,,,,,,,,,
981,Publicidade,advertisement,no,11,5,11,5,0,8,0,8,,,,726,2.69,5.94,1.45,,,,,,,,,,,,
982,Raciocínio,reasoning,no,10,5,10,4,0,7,0,9,,,,298,2.86,6.26,1.69,,,,,,,,,,,,
983,Realização,direction,no,10,5,10,4,0,8,0,8,,,,1443,2.48,7.22,1.27,,,,,,,,,,,,
984,Realizador,director,no,10,5,10,4,0,8,0,8,,,,456,3.16,6.58,1.49,,,,,,,,,,,,
985,Recipiente,recipient,no,10,5,9,4,0,6,0,6,,,,453,2.66,5.42,1.73,,,,,,,,,,,,
986,Regulamento,regulation,no,11,5,10,5,0,11,0,10,,,,462,2.66,7.73,1.20,,,,,,,,,,,,
987,Remuneração,income,no,11,5,11,5,0,9,0,8,,,,330,2.67,7.84,1.14,,,,,,,,,,,,
988,Representante,representative,no,13,5,11,5,0,11,0,9,,,,1340,2.52,7.14,1.44,,,,,,,,,,,,
989,Reservatório,reservoir,no,12,5,12,5,0,8,0,7,,,,231,3.13,7.16,1.81,,,,,,,,,,,,
990,Revestimento,coating,no,12,5,11,5,0,8,0,8,,,,242,2.37,6.08,1.88,,,,,,,,,,,,
991,Saneamento,swerage,no,10,5,9,4,0,6,0,5,,,,308,2.39,8.66,0.75,,,,,,,,,,,,
992,Segunda-feira,Monday,no,12,5,11,5,0,7,0,6,,,,1464,2.49,3.08,1.37,,,,,,,,,,,,
993,Significado,meaning,no,11,5,11,5,0,10,0,10,,,,641,3.17,5.40,1.59,,,,,,,,,,,,
994,Simplicidade,simplicity,no,12,5,11,5,0,7,0,6,,,,255,2.81,5.68,1.74,,,,,,,,,,,,
995,Soberania,sovereignty,no,9,5,9,5,0,8,0,8,,,,255,2.41,6.96,1.74,,,,,,,,,,,,
996,Socialista,socialist,no,10,5,10,4,0,9,0,9,,,,1567,2.41,7.33,1.63,,,,,,,,,,,,
997,Solicitador,solicitor,no,11,5,11,5,0,9,0,9,,,,92,3.20,8.20,1.03,,,,,,,,,,,,
998,Substituição,replacement,no,12,5,13,5,0,10,0,11,,,,568,1.97,6.36,1.28,,,,,,,,,,,,
999,Tecnologia,technology,no,10,5,10,5,0,7,0,7,,,,1099,2.76,7.47,1.24,,,,,,,,,,,,
1000,Telefone,telephone,no,10,5,10,5,0,9,0,8,1.32,,,1024,3.04,2.74,1.20,,,,,,,,,,,,
1001,Telefonema,call,no,10,5,10,5,0,9,0,8,,,,210,3.01,4.60,1.59,,,,,,,,,,,,
1002,Temperatura,temperature,no,11,5,10,5,0,8,0,7,,,,1428,2.32,5.90,1.69,,,,,,,,,,,,
1003,Tranquilidade,tranquility,no,13,5,12,5,0,10,1,9,,,,301,3.16,5.94,1.97,,,,,,,,,,,,
1004,Urbanização,urbanization,no,11,5,11,5,0,9,1,8,,,,270,2.48,7.84,0.96,,,,,,,,,,,,
1005,Utilização,utilization,no,10,5,10,5,0,8,0,7,,,,1847,2.43,5.98,1.55,,,,,,,,,,,,
1006,Valorização,development,no,11,5,11,5,1,9,1,8,,,,381,3.27,7.98,0.84,,,,,,,,,,,,
1007,Variedade,variety,no,9,5,9,4,0,6,0,6,,,,722,2.58,6.78,1.27,,,,,,,,,,,,
1008,Velocidade,speed,no,10,5,10,5,0,7,0,7,,,,1189,2.86,4.84,1.60,,,,,,,,,,,,
1009,Ter,to have,vb,3,1,3,1,8,3,6,3,,,,117212,3.08,2.30,1.42,,,,,,,,,,,,
1010,Abrir,to open,vb,5,2,5,2,1,5,1,5,,,,5271,5.07,2.54,1.41,,,,,,,,,,,,
1011,Agir,to act,vb,4,2,4,2,2,4,3,4,,,,547,3.72,5.69,1.67,,,,,,,,,,,,
1012,Andar,to walk,vb,5,2,4,2,3,5,5,4,,,,5919,2.74,1.88,1.13,,,,,,,,,,,,
1013,Beber,to drink,vb,5,2,5,2,0,5,1,4,,,,1733,3.77,1.94,1.42,,,,,,,,,,,,
1014,Beijar,to kiss,vb,6,2,6,2,0,6,0,5,,,,486,3.24,2.83,1.60,,,,,,,,,,,,
1015,Brincar,to play,vb,7,2,6,2,2,7,3,6,,,,758,2.69,2.70,1.63,,,,,,,,,,,,
1016,Buscar,to seek,vb,6,2,6,2,1,6,2,6,,,,1055,2.88,3.64,2.02,,,,,,,,,,,,
1017,Cobrir,to cover,vb,6,2,6,2,1,5,2,5,,,,1130,3.02,3.35,1.72,,,,,,,,,,,,
1018,Contar,to count,vb,6,2,5,2,10,6,8,5,,,,5521,3.05,2.38,1.16,,,,,,,,,,,,
1019,Dançar,to dance,vb,6,2,5,2,3,6,2,4,,,,516,3.74,2.56,1.26,,,,,,,,,,,,
1020,Deitar,to lie,vb,6,2,6,2,4,4,3,4,,,,2111,2.71,3.04,2.12,,,,,,,,,,,,
1021,Dizer,to say,vb,5,2,5,2,0,4,0,4,,,,39890,3.32,3.26,1.68,,,,,,,,,,,,
1022,Entrar,to enter,vb,6,2,5,2,2,6,2,5,,,,6931,4.60,2.48,1.01,,,,,,,,,,,,
1023,Errar,to fail,vb,5,2,4,2,5,5,5,4,,,,374,3.84,4.07,1.61,,,,,,,,,,,,
1024,Estar,to stay,vb,5,2,5,2,8,5,6,5,,,,65520,2.57,2.68,1.22,,,,,,,,,,,,
1025,Fechar,to close,vb,6,2,5,2,2,6,2,5,,,,2432,4.82,2.83,1.55,,,,,,,,,,,,
1026,Fugir,to escape,vb,5,2,5,2,3,5,4,5,,,,2094,3.39,3.00,1.02,,,,,,,,,,,,
1027,Gostar,to like,vb,6,2,6,2,3,5,5,5,,,,6243,3.32,2.42,1.35,,,,,,,,,,,,
1028,Gritar,to scream,vb,6,2,6,2,3,6,3,5,,,,1181,3.80,2.70,1.45,,,,,,,,,,,,
1029,Guardar,to keep,vb,7,2,7,2,1,7,1,6,,,,1273,3.07,4.30,1.28,,,,,,,,,,,,
1030,Haver,there to be,vb,5,2,4,2,0,5,2,4,,,,42560,3.11,4.74,1.75,,,,,,,,,,,,
1031,Juntar,to gather,vb,6,2,5,2,3,6,3,4,,,,2617,4.63,3.60,1.66,,,,,,,,,,,,
1032,Lembrar,to remember,vb,7,2,6,2,0,7,0,5,,,,4033,3.42,3.80,1.47,,,,,,,,,,,,
1033,Levar,to take,vb,5,2,5,2,6,5,8,5,,,,10145,3.61,2.84,1.50,,,,,,,,,,,,
1034,Lutar,to fight,vb,5,2,5,2,5,5,11,4,,,,958,4.01,4.12,2.25,,,,,,,,,,,,
1035,Mandar,to order,vb,6,2,5,2,6,6,7,5,,,,2821,2.98,3.94,1.54,,,,,,,,,,,,
1036,Morar,to live,vb,5,2,5,2,7,5,14,5,,,,627,3.45,3.24,1.27,,,,,,,,,,,,
1037,Morrer,to die,vb,6,2,5,2,2,5,2,4,,,,4110,2.80,4.21,1.49,,,,,,,,,,,,
1038,Mover,to move,vb,5,2,5,2,1,5,2,4,,,,880,3.61,5.50,1.81,,,,,,,,,,,,
1039,Negar,to deny,vb,5,2,5,2,7,5,6,5,,,,687,2.94,5.15,1.68,,,,,,,,,,,,
1040,Obter,to obtain,vb,5,2,5,2,0,5,0,4,,,,3593,2.84,6.35,1.30,,,,,,,,,,,,
1041,Ouvir,to listen,vb,5,2,4,2,0,5,1,4,,,,6448,3.56,2.33,1.23,,,,,,,,,,,,
1042,Pagar,to pay,vb,5,2,5,2,7,5,10,4,,,,4388,3.81,3.75,1.55,,,,,,,,,,,,
1043,Parar,to stop,vb,5,2,5,2,10,5,8,5,,,,2359,3.64,3.54,1.25,,,,,,,,,,,,
1044,Partir,to break,vb,6,2,6,2,1,6,1,6,,,,7650,3.37,3.24,1.77,,,,,,,,,,,,
1045,Partir,to leave,vb,6,2,6,2,1,6,1,6,,,,7650,3.88,3.24,1.77,,,,,,,,,,,,
1046,Perder,to lose,vb,6,2,6,2,1,5,0,5,,,,5741,3.88,3.45,1.41,,,,,,,,,,,,
1047,Poder,to be able to, vb,5,2,5,2,1,5,3,5,,,,42138,3.76,4.64,1.44,,,,,,,,,,,,
1048,Pousar,to land,vb,6,2,5,2,4,6,5,5,,,,548,4.62,4.24,1.66,,,,,,,,,,,,
1049,Prender,to arrest,vb,7,2,6,2,3,6,3,5,,,,1976,2.74,4.56,1.76,,,,,,,,,,,,
1050,Querer,to want,vb,6,2,5,2,0,6,1,5,,,,20593,3.30,2.82,2.20,,,,,,,,,,,,
1051,Roubar,to steal,vb,6,2,5,2,0,6,1,4,,,,1002,4.31,3.92,1.24,,,,,,,,,,,,
1052,Saber,to know,vb,5,2,5,2,2,5,2,4,,,,243,3.00,3.91,1.80,,,,,,,,,,,,
1053,Sair,to exit,vb,4,2,4,2,2,4,1,4,,,,6656,2.39,2.65,1.36,,,,,,,,,,,,
1054,Sentir,to feel,vb,6,2,5,2,2,6,3,5,,,,7271,3.82,3.78,1.59,,,,,,,,,,,,
1055,Soltar,to loosen,vb,6,2,6,2,4,5,3,5,,,,351,3.86,4.43,1.49,,,,,,,,,,,,
1056,Sorrir,to smile,vb,6,2,5,2,1,6,3,5,,,,1391,2.55,2.53,1.37,,,,,,,,,,,,
1057,Subir,to climb,vb,5,2,5,2,1,5,2,5,,,,3090,3.14,2.48,1.52,,,,,,,,,,,,
1058,Tentar,to try,vb,6,2,5,2,3,6,3,5,,,,4403,3.49,4.90,1.68,,,,,,,,,,,,
1059,Tirar,to take away,vb,5,2,5,2,5,5,5,5,,,,3101,3.64,2.96,1.74,,,,,,,,,,,,
1060,Abanar,to shake,vb,6,3,6,3,5,6,4,6,,,,235,3.49,3.96,1.66,,,,,,,,,,,,
1061,Abdicar,to abdicate,vb,7,3,7,3,1,7,1,6,,,,231,2.37,7.58,1.44,,,,,,,,,,,,
1062,Abraçar,to hug,vb,7,3,7,3,1,7,1,6,,,,433,2.37,2.84,1.69,,,,,,,,,,,,
1063,Abrigar,to shelter,vb,7,3,7,3,2,7,2,7,,,,211,2.64,5.08,1.66,,,,,,,,,,,,
1064,Abusar,to abuse,vb,6,3,6,3,1,5,4,5,,,,150,2.33,5.06,1.62,,,,,,,,,,,,
1065,Aceitar,to accept,vb,7,3,7,3,6,7,5,7,,,,2902,2.18,4.42,1.60,,,,,,,,,,,,
1066,Acender,to light,vb,7,3,6,3,3,7,3,5,,,,661,3.46,4.28,1.67,,,,,,,,,,,,
1067,Acordar,to rise,vb,7,3,7,3,1,6,3,5,,,,1192,2.82,3.11,1.56,,,,,,,,,,,,
1068,Adaptar,to adapt,vb,7,3,7,3,1,7,0,7,,,,688,3.08,6.46,1.64,,,,,,,,,,,,
1069,Admitir,to admit,vb,7,3,7,3,0,5,0,5,,,,2400,2.84,6.92,1.30,,,,,,,,,,,,
1070,Adquirir,to acquire,vb,8,3,7,3,0,8,0,7,,,,1471,3.38,6.57,1.44,,,,,,,,,,,,
1071,Afastar,to drive away,vb,7,3,7,3,2,7,3,7,,,,1941,3.17,5.25,1.13,,,,,,,,,,,,
1072,Afirmar,to state,vb,7,3,7,3,1,7,2,6,,,,5451,3.29,5.96,1.05,,,,,,,,,,,,
1073,Agarrar,to grab,vb,7,3,6,3,2,7,3,6,,,,966,3.74,3.06,1.48,,,,,,,,,,,,
1074,Alcançar,to reach,vb,8,3,7,3,0,6,0,6,,,,1180,2.99,6.27,1.55,,,,,,,,,,,,
1075,Amarrar,to tie,vb,7,3,6,3,4,7,5,5,,,,181,3.07,4.40,1.73,,,,,,,,,,,,
1076,Apagar,to switch off,vb,6,3,6,3,4,6,5,6,,,,720,2.26,3.36,1.44,,,,,,,,,,,,
1077,Apertar,to squeeze,vb,7,3,7,3,5,7,4,7,,,,833,2.86,3.96,1.74,,,,,,,,,,,,
1078,Apreciar,to appreciate,vb,8,4,8,3,0,8,1,8,,,,810,2.92,5.56,1.50,,,,,,,,,,,,
1079,Atingir,to reach,vb,7,3,6,3,1,5,1,3,,,,3926,2.91,5.34,1.48,,,,,,,,,,,,
1080,Baralhar,to confuse,vb,8,3,7,3,2,8,3,7,,,,89,3.59,5.35,1.65,,,,,,,,,,,,
1081,Caminhar,to walk,vb,8,3,7,3,1,8,1,7,,,,720,1.95,3.74,1.48,,,,,,,,,,,,
1082,Cancelar,to cancel,vb,8,3,7,3,3,8,1,7,,,,142,2.86,6.67,1.38,,,,,,,,,,,,
1083,Castigar,to punish,vb,8,3,8,3,1,7,1,7,,,,298,2.16,4.04,1.71,,,,,,,,,,,,
1084,Censurar,to censure,vb,8,3,7,3,3,8,1,7,,,,140,2.48,7.15,1.42,,,,,,,,,,,,
1085,Circular,to circulate,vb,8,3,8,3,0,8,0,7,,,,582,2.15,5.19,1.48,,,,,,,,,,,,
1086,Comandar,to command,vb,8,3,7,3,0,8,0,6,,,,533,2.77,6.20,1.71,,,,,,,,,,,,
1087,Combater,to battle,vb,8,3,7,3,1,8,0,6,,,,641,2.73,6.00,1.65,,,,,,,,,,,,
1088,Combinar,to arrange,vb,8,3,7,3,1,8,1,7,,,,609,2.81,6.64,1.19,,,,,,,,,,,,
1089,Começar,to start,vb,7,3,7,3,0,6,0,5,,,,10132,2.79,3.38,1.52,,,,,,,,,,,,
1090,Condenar,to condemn,vb,8,3,7,3,1,8,0,7,,,,1345,4.01,6.27,1.54,,,,,,,,,,,,
1091,Conhecer,to know,vb,8,3,7,3,0,7,0,6,,,,8329,3.13,3.76,1.46,,,,,,,,,,,,
1092,Convencer,to convice,vb,9,3,7,3,0,8,0,6,,,,651,3.92,5.52,1.62,,,,,,,,,,,,
1093,Criticar,to criticise,vb,8,3,8,3,0,8,0,8,,,,1011,2.81,5.64,1.79,,,,,,,,,,,,
1094,Debater,to debate,vb,7,3,7,3,2,7,1,4,,,,571,3.01,6.56,1.69,,,,,,,,,,,,
1095,Decorar,to decorate,vb,7,3,7,3,4,7,5,6,,,,341,2.76,5.56,1.21,,,,,,,,,,,,
1096,Defender,to defend,vb,8,3,7,3,1,6,1,5,,,,3480,2.53,5.16,1.70,,,,,,,,,,,,
1097,Definir,to define,vb,7,3,7,3,0,7,1,7,,,,2378,3.54,6.50,1.56,,,,,,,,,,,,
1098,Deparar,to face,vb,7,3,7,3,3,6,3,6,,,,315,3.38,7.19,1.57,,,,,,,,,,,,
1099,Derramar,to spill,vb,8,3,7,3,3,8,3,6,,,,194,2.50,6.24,1.63,,,,,,,,,,,,
1100,Despedir,to fire,vb,8,3,8,3,0,8,0,8,,,,670,2.29,4.86,1.51,,,,,,,,,,,,
1101,Discursar,to deliever a speech,vb,9,3,9,3,0,8,1,8,,,,84,2.83,7.23,1.00,,,,,,,,,,,,
1102,Discursar,to deliever a speech,vb,9,3,9,3,0,8,1,8,,,,84,1.92,7.23,1.00,,,,,,,,,,,,
1103,Embater,to shock,vb,7,3,6,3,3,7,1,5,,,,117,1.93,7.24,1.04,,,,,,,,,,,,
1104,Embrulhar,to wrap,vb,9,3,7,3,0,9,2,7,,,,210,2.07,4.62,1.38,,,,,,,,,,,,
1105,Esperar,to wait,vb,7,3,7,3,5,7,5,6,,,,5057,2.32,3.54,1.57,,,,,,,,,,,,
1106,Falecer,to pass away,vb,7,3,7,3,0,6,0,6,,,,313,3.70,5.82,1.60,,,,,,,,,,,,
1107,Festejar,to celebrate,vb,8,3,8,3,0,7,0,6,,,,263,2.50,4.46,1.47,,,,,,,,,,,,
1108,Flutuar,to float,vb,7,3,7,2,0,7,0,6,,,,177,2.42,5.98,1.61,,,,,,,,,,,,
1109,Fornecer,to supply,vb,8,3,8,3,0,8,0,7,,,,1481,2.25,6.14,1.48,,,,,,,,,,,,
1110,Gaguejar,to stammer,vb,8,3,7,3,0,6,0,4,,,,55,3.17,6.20,1.46,,,,,,,,,,,,
1111,Garantir,to guarantee,vb,8,3,7,3,1,8,1,7,,,,3428,1.75,6.53,1.61,,,,,,,,,,,,
1112,Governar,to govern,vb,8,3,8,3,0,8,0,7,,,,643,3.54,6.31,1.46,,,,,,,,,,,,
1113,Ignorar,to ignore,vb,7,3,7,3,0,7,0,7,,,,753,2.81,6.08,1.20,,,,,,,,,,,,
1114,Imitar,to imitate,vb,6,3,6,3,1,6,6,6,,,,315,2.88,4.04,1.95,,,,,,,,,,,,
1115,Impedir,to prevent,vb,7,3,6,3,1,7,2,6,,,,1707,2.50,6.38,1.15,,,,,,,,,,,,
1116,Imprimir,to print,vb,8,3,7,3,0,5,1,4,,,,327,3.23,6.42,1.14,,,,,,,,,,,,
1117,Inclinar,to incline,vb,8,3,7,3,0,8,1,6,,,,435,2.52,6.14,1.36,,,,,,,,,,,,
1118,Insistir,to insist,vb,8,3,7,3,0,7,1,6,,,,1031,2.64,5.73,1.71,,,,,,,,,,,,
1119,Internar,to hospitalize,vb,8,3,7,3,0,8,0,6,,,,262,3.01,5.48,1.33,,,,,,,,,,,,
1120,Inventar,to invent,vb,8,3,6,3,1,8,2,6,,,,660,2.42,4.18,1.48,,,,,,,,,,,,
1121,Investir,to invest,vb,8,3,7,3,0,8,1,7,,,,792,2.82,6.66,1.77,,,,,,,,,,,,
1122,Irritar,to irritate,vb,7,3,6,3,1,7,5,5,,,,291,2.90,4.22,1.63,,,,,,,,,,,,
1123,Lamentar,to regret,vb,8,3,7,3,0,8,0,7,,,,727,2.47,6.82,1.26,,,,,,,,,,,,
1124,Legendar,to subtitle,vb,8,3,7,3,1,8,0,7,,,,86,2.86,7.00,1.38,,,,,,,,,,,,
1125,Legislar,to legislate,vb,8,3,8,3,0,8,0,7,,,,53,1.94,7.75,1.68,,,,,,,,,,,,
1126,Levantar,to lift,vb,8,3,7,3,0,8,0,6,,,,3037,1.73,3.29,1.58,,,,,,,,,,,,
1127,Liderar,to lead,vb,7,3,7,3,1,7,1,6,,,,918,3.48,6.90,1.34,,,,,,,,,,,,
1128,Madrugar,to rise early,vb,8,3,8,3,0,8,0,8,,,,10,2.96,6.27,1.29,,,,,,,,,,,,
1129,Magicar,to brood,vb,7,3,7,3,0,7,0,5,,,,20,1.04,6.70,1.79,,,,,,,,,,,,
1130,Madrugar,to rise early,vb,8,3,8,3,0,8,0,8,,,,10,1.00,6.27,1.29,,,,,,,,,,,,
1131,Magicar,to brood,vb,7,3,7,3,0,7,0,5,,,,20,1.30,6.70,1.79,,,,,,,,,,,,
1132,Magoar,to hurt,vb,6,3,6,2,0,5,2,4,,,,259,1.32,5.50,1.81,,,,,,,,,,,,
1133,Maltratar,to ill-treat,vb,9,3,9,3,0,7,0,7,,,,119,2.41,5.32,1.62,,,,,,,,,,,,
1134,Massajar,to massage,vb,8,3,7,3,1,6,1,6,,,,17,2.08,5.81,1.89,,,,,,,,,,,,
1135,Melhorar,to improve,vb,8,3,7,3,0,8,0,6,,,,1180,1.26,4.94,1.36,,,,,,,,,,,,
1136,Merecer,to deserce,vb,7,3,7,3,1,6,1,6,,,,1548,3.07,4.88,1.77,,,,,,,,,,,,
1137,Misturar,to mix,vb,8,3,8,3,1,8,0,7,,,,672,3.19,4.02,1.76,,,,,,,,,,,,
1138,Mobilar,to furnish,vb,7,3,7,3,0,6,2,6,,,,44,2.83,6.70,1.91,,,,,,,,,,,,
1139,Murmurar,to whisper,vb,8,3,8,3,0,8,0,7,,,,489,1.65,6.12,1.35,,,,,,,,,,,,
1140,Namorar,to date,vb,7,3,7,3,1,7,2,7,,,,299,2.69,5.00,1.95,,,,,,,,,,,,
1141,Navegar,to sail,vb,7,3,7,3,0,7,0,7,,,,291,2.48,5.77,1.42,,,,,,,,,,,,
1142,Nomear,to nominate,vb,6,3,6,2,0,6,0,6,,,,90,2.47,6.79,1.47,,,,,,,,,,,,
1143,Obrigar,to oblige,vb,7,3,7,3,2,7,2,7,,,,2887,1.96,4.18,1.41,,,,,,,,,,,,
1144,Ocorrer,to occur,vb,7,3,6,3,2,6,3,5,,,,2167,3.46,6.12,1.44,,,,,,,,,,,,
1145,Ocultar,to hide,vb,7,3,7,3,1,7,0,6,,,,278,3.34,7.50,1.30,,,,,,,,,,,,
1146,Odiar,to hate,vb,5,3,5,2,1,4,4,4,,,,250,2.45,6.72,1.25,,,,,,,,,,,,
1147,Ofender,to offend,vb,7,3,6,3,1,5,1,4,,,,272,2.40,5.36,1.65,,,,,,,,,,,,
1148,Parecer,to seem,vb,7,3,7,3,4,7,4,6,,,,10094,2.44,5.15,1.70,,,,,,,,,,,,
1149,Passear,to take a walk,vb,7,3,6,2,2,7,6,6,,,,598,4.00,2.56,1.39,,,,,,,,,,,,
1150,Pedalar,to pedal,vb,7,3,7,3,0,6,0,5,,,,27,2.78,4.28,1.70,,,,,,,,,,,,
1151,Pendurar,to hang,vb,8,3,7,3,1,7,0,6,,,,291,1.45,4.90,1.71,,,,,,,,,,,,
1152,Percorrer,to cover,vb,9,3,8,3,0,5,0,6,,,,1062,2.47,6.66,1.32,,,,,,,,,,,,
1153,Perdoar,to forgive,vb,7,3,7,2,0,6,0,7,,,,478,3.03,5.00,1.65,,,,,,,,,,,,
1154,Perguntar,to ask,vb,9,3,8,3,1,9,0,7,,,,3028,2.68,3.53,1.41,,,,,,,,,,,,
1155,Perseguir,to chase,vb,9,3,8,3,0,9,0,8,,,,503,3.48,5.80,1.45,,,,,,,,,,,,
1156,Perturbar,to disturb,vb,9,3,9,3,0,9,0,8,,,,413,2.70,6.82,1.22,,,,,,,,,,,,
1157,Piorar,to worsen,vb,6,3,6,2,0,5,0,4,,,,102,2.62,4.98,1.22,,,,,,,,,,,,
1158,Planear,to plan,vb,7,3,7,2,2,6,2,5,,,,291,2.01,6.50,1.41,,,,,,,,,,,,
1159,Ponderar,to evaluate,vb,8,3,7,3,0,8,0,7,,,,228,2.47,7.56,0.93,,,,,,,,,,,,
1160,Possuir,to own,vb,7,3,6,2,0,7,1,6,,,,1943,2.36,5.50,1.85,,,,,,,,,,,,
1161,Premiar,to reward,vb,7,3,7,2,1,6,0,5,,,,299,3.29,6.31,1.65,,,,,,,,,,,,
1162,Pressentir,to foretell,vb,10,3,8,3,1,10,0,8,,,,212,2.48,7.60,1.17,,,,,,,,,,,,
1163,Pretender,to wish,vb,9,3,8,3,0,9,0,7,,,,3544,2.33,6.80,1.48,,,,,,,,,,,,
1164,Procurar,to look for,vb,8,3,8,3,1,8,0,7,,,,3938,3.55,4.12,2.03,,,,,,,,,,,,
1165,Proibir,to forbid,vb,7,3,7,2,0,7,0,7,,,,698,3.60,3.58,1.53,,,,,,,,,,,,
1166,Protestar,to protest,vb,9,3,9,3,0,9,0,8,,,,432,2.84,6.96,1.18,,,,,,,,,,,,
1167,Publicar,to publish,vb,8,3,8,3,0,8,0,7,,,,2091,2.64,6.98,1.55,,,,,,,,,,,,
1168,Rabiscar,to scrawl,vb,8,3,8,3,0,7,0,7,,,,25,3.32,5.19,2.05,,,,,,,,,,,,
1169,Rastejar,to crawl,vb,8,3,8,3,0,8,0,7,,,,54,1.41,4.90,1.95,,,,,,,,,,,,
1170,Reagir,to react,vb,6,3,6,3,0,5,0,5,,,,719,1.74,6.41,1.24,,,,,,,,,,,,
1171,Reatar,to resume,vb,6,3,6,3,6,6,1,5,,,,59,2.86,7.27,1.43,,,,,,,,,,,,
1172,Reaver,to retrieve,vb,6,3,6,3,1,5,0,5,,,,26,1.78,7.30,1.40,,,,,,,,,,,,
1173,Rebaixar,to lower,vb,8,3,8,3,0,8,0,7,,,,61,1.43,7.62,0.78,,,,,,,,,,,,
1174,Reatar,to reattach,vb,6,3,6,3,6,6,1,5,,,,59,1.77,7.27,1.43,,,,,,,,,,,,
1175,Reaver,to recover,vb,6,3,6,3,1,5,0,5,,,,26,1.41,7.30,1.40,,,,,,,,,,,,
